job_id,company,company_rating,location,company_size,employment_type,industry,sector,revenue,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating,scrapped_date,salary_avg_estimate_yr,job_state,desc_len,simple_job_title,generated_skills,simple_skills,num_keywords
1009126162550,Party City,3.3,"Woodcliff Lake, NJ",10000+ Employees,Company - Public,Other Retail Stores,Retail & Wholesale,Unknown / Non-Applicable,3.1,3.0,3.3,3.1,3.2,2024-02-16,84647.0,NJ,4445,Data Analyst,"['{""key_words"": [""Excel"", ""Sigma"", ""Hyperion""]}']","{""key_words"": [""Excel"", ""Sigma"", ""Hyperion""]}",3
1009078903819,Asembia LLC,2.4,"Florham Park, NJ",501 to 1000 Employees,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$5 to $25 million (USD),2.3,2.5,2.1,2.0,2.5,2024-02-16,82897.0,NJ,3879,Data Analyst,"['{""key_words"": [""SQL"", ""SSIS""]}']","{""key_words"": [""SQL"", ""SSIS""]}",2
1009101838434,First Interstate Bank,,"Billings, MT",Unknown,Company - Public,Banking & Lending,Financial Services,Unknown / Non-Applicable,,,,,,2024-02-16,93493.0,MT,6484,Senior Data Analyst,"['{""key_words"": [""data querying"", ""data analysis"", ""Python"", ""SQL syntax"", ""relational database structures"", ""API Integrations"", ""Star / Snowflake Schemas"", ""database querying"", ""Microsoft Office"", ""MS SQL Server"", ""IBM Netezza"", ""IBM Sailfish"", ""Power BI"", ""GitHub"", ""Git""]}']","{""key_words"": [""data querying"", ""data analysis"", ""Python"", ""SQL syntax"", ""relational database structures"", ""API Integrations"", ""Star / Snowflake Schemas"", ""database querying"", ""Microsoft Office"", ""MS SQL Server"", ""IBM Netezza"", ""IBM Sailfish"", ""Power BI"", ""GitHub"", ""Git""]}",15
1009026158281,NSK Corporation,3.5,"Ann Arbor, MI",1001 to 5000 Employees,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),2.7,3.1,3.1,2.9,3.1,2024-02-16,81980.0,MI,3296,Data Analyst,"['{""key_words"": [""Data Analytics"", ""Tableau"", ""Power BI"", ""Excel""]}']","{""key_words"": [""Data Analytics"", ""Tableau"", ""Power BI"", ""Excel""]}",4
1008965270275,Cisco Meraki,4.0,"San Francisco, CA",1001 to 5000 Employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,3.8,3.8,4.0,3.7,4.0,2024-02-16,132800.0,CA,5960,Senior Data Analyst,"['{""key_words"": [""SQL"", ""Python"", ""Tableau"", ""Data Visualization"", ""Data Storytelling"", ""AWS""]}']","{""key_words"": [""SQL"", ""Python"", ""Tableau"", ""Data Visualization"", ""Data Storytelling"", ""AWS""]}",6
1009093506361,RSU 26,,"Orono, ME",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,67600.0,ME,1149,Data Analyst,"['{""key_words"": [""crosstab"", ""SQL"", ""merge data"", ""analyze"", ""quality control"", ""plot graphs"", ""data""]}']","{""key_words"": [""crosstab"", ""SQL"", ""merge data"", ""analyze"", ""quality control"", ""plot graphs"", ""data""]}",7
1009117402248,OrthoMed Anesthesia,5.0,"Addison, TX",Unknown,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2024-02-16,73886.0,TX,1392,Data Analyst,"['{""key_words"": [""data analysis"", ""SQL"", ""Tableau"", ""Power BI"", ""Bachelor\'s degree"", ""Master\'s degree"", ""Machine learning algorithms"", ""Claims Billing Software"", ""analytical"", ""problem-solving"", ""detail-oriented"", ""communication"", ""presentation"", ""accuracy""]}']","{""key_words"": [""data analysis"", ""SQL"", ""Tableau"", ""Power BI"", ""Bachelor degree"", ""Master degree"", ""Machine learning algorithms"", ""Claims Billing Software"", ""analytical"", ""problem-solving"", ""detail-oriented"", ""communication"", ""presentation"", ""accuracy""]}",14
1009117290224,Awesung Inc.,5.0,"Cranbury, NJ",Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,5.0,5.0,5.0,5.0,5.0,2024-02-16,62500.0,NJ,2272,Junior Data Analyst,"['{""key_words"": [""Python"", ""Excel"", ""pandas"", ""NumPy""]}']","{""key_words"": [""Python"", ""Excel"", ""pandas"", ""NumPy""]}",4
1009115670949,Aperia Solutions,3.0,"Arlington, VA",501 to 1000 Employees,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,2.9,3.1,3.0,2.7,3.3,2024-02-16,98938.0,VA,1650,Senior Data Analyst,"['{""key_words"": [""MS Excel"", ""Power BI"", ""data analytics"", ""data visualization"", ""formulas"", ""charts"", ""links"", ""pivot tables"", ""statistics"", ""computer information systems"", ""auditing"", ""investigative"", ""mathematics"", ""law enforcement"", ""drug data"", ""modeling"", ""data integration""]}']","{""key_words"": [""MS Excel"", ""Power BI"", ""data analytics"", ""data visualization"", ""formulas"", ""charts"", ""links"", ""pivot tables"", ""statistics"", ""computer information systems"", ""auditing"", ""investigative"", ""mathematics"", ""law enforcement"", ""drug data"", ""modeling"", ""data integration""]}",17
1009089868616,Darwin Homes,2.9,United States,51 to 200 Employees,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,2.8,3.2,3.0,2.6,3.3,2024-02-16,92500.0,Remote,3061,Data Analyst,"['{""key_words"": [""data engineering"", ""data science"", ""data analysis"", ""real estate"", ""SQL"", ""PowerBI"", ""Tableau"", ""statistics"", ""data analysis"", ""data engineering"", ""SQL"", ""Tableau"", ""PowerBI"", ""R"", ""real estate"", ""data engineering"", ""data analysis"", ""SQL"", ""Tableau"", ""PowerBI"", ""real estate"", ""SQL"", ""R"", ""data engineering"", ""data analysis"", ""SQL"", ""Tableau"", ""PowerBI"", ""real estate"", ""Tableau"", ""PowerBI"", ""SQL"", ""R"", ""data engineering"", ""data analysis"", ""SQL"", ""Tableau"", ""PowerBI""]}']","{""key_words"": [""data engineering"", ""data science"", ""data analysis"", ""real estate"", ""SQL"", ""PowerBI"", ""Tableau"", ""statistics"", ""data analysis"", ""data engineering"", ""SQL"", ""Tableau"", ""PowerBI"", ""R"", ""real estate"", ""data engineering"", ""data analysis"", ""SQL"", ""Tableau"", ""PowerBI"", ""real estate"", ""SQL"", ""R"", ""data engineering"", ""data analysis"", ""SQL"", ""Tableau"", ""PowerBI"", ""real estate"", ""Tableau"", ""PowerBI"", ""SQL"", ""R"", ""data engineering"", ""data analysis"", ""SQL"", ""Tableau"", ""PowerBI""]}",38
1009128600067,Albertsons Companies,3.4,"Pleasanton, CA",10000+ Employees,Company - Public,Grocery Stores,Retail & Wholesale,$10+ billion (USD),3.2,3.2,3.2,3.0,3.1,2024-02-16,95290.0,CA,6366,Data Analyst,"['{""key_words"": [""SQL"", ""Excel"", ""Dashboarding tools (Tableu, Power BI, etc)"", ""Data warehouse"", ""Quantitative analyses"", ""Campaign performance results"", ""KPIs"", ""Presentations"", ""Albertson\'s Safeway Business"", ""Frame problems"", ""Communicate insights"", ""Results - oriented approach"", ""Strategic"", ""Detail-oriented"", ""Proactive"", ""Consumer & Business needs"", ""Self-starter"", ""Strong interpersonal skills"", ""Bachelor\'s or Master\'s degree (preferred) in a quantitative discipline"", ""SQL"", ""Database platform (Snowflake, Teradat, Databricks, etc"", ""GCP services (Big Query)"", ""Data analysis"", ""Financial modeling"", ""Excel"", ""Dashboarding tools (Tableu, Power BI, etc)"", ""Marketing"", ""Merchandising"", ""Customer Analytics""]}']","{""key_words"": [""SQL"", ""Excel"", ""Dashboarding tools (Tableu, Power BI, etc)"", ""Data warehouse"", ""Quantitative analyses"", ""Campaign performance results"", ""KPIs"", ""Presentations"", ""Albertson Safeway Business"", ""Frame problems"", ""Communicate insights"", ""Results - oriented approach"", ""Strategic"", ""Detail-oriented"", ""Proactive"", ""Consumer & Business needs"", ""Self-starter"", ""Strong interpersonal skills"", ""Bachelor or Master degree (preferred) in a quantitative discipline"", ""SQL"", ""Database platform (Snowflake, Teradat, Databricks, etc"", ""GCP services (Big Query)"", ""Data analysis"", ""Financial modeling"", ""Excel"", ""Dashboarding tools (Tableu, Power BI, etc)"", ""Marketing"", ""Merchandising"", ""Customer Analytics""]}",29
1008991721816,Guardian Premier Solutions,2.2,"Goldsboro, NC",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,2.2,2.4,2.2,1.9,2.2,2024-02-16,64860.0,NC,5646,Data Analyst,"['{""key_words"": [""data science"", ""decision support analysis"", ""automation"", ""machine learning"", ""qualitative assessments"", ""actionable reports"", ""metrics"", ""data outputs"", ""predictive analytics"", ""risk analysis"", ""data reduction"", ""data transformations"", ""user access levels"", ""model development"", ""model validation"", ""model implementation"", ""big data"", ""visualization"", ""data security"", ""data analytics"", ""kpi"", ""business administration"", ""data mining"", ""statistics"", ""mathematics"", ""economics"", ""marketing""]}']","{""key_words"": [""data science"", ""decision support analysis"", ""automation"", ""machine learning"", ""qualitative assessments"", ""actionable reports"", ""metrics"", ""data outputs"", ""predictive analytics"", ""risk analysis"", ""data reduction"", ""data transformations"", ""user access levels"", ""model development"", ""model validation"", ""model implementation"", ""big data"", ""visualization"", ""data security"", ""data analytics"", ""kpi"", ""business administration"", ""data mining"", ""statistics"", ""mathematics"", ""economics"", ""marketing""]}",27
1009123256023,"GitHub, Inc.",3.8,Remote,1001 to 5000 Employees,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.6,4.1,3.8,2.9,4.1,2024-02-16,111900.0,Remote,7648,Data Analyst,"['{""key_words"": [""SQL"", ""Python"", ""PowerBI"", ""Zendesk"", ""Workday"", ""HR""]}']","{""key_words"": [""SQL"", ""Python"", ""PowerBI"", ""Zendesk"", ""Workday"", ""HR""]}",6
1009088079142,Bolton,,"Cincinnati, OH",Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,75000.0,OH,2203,Data Analyst,"['{key_words"": [""data cleaning"", ""data management"", ""data analysis"", ""data modeling"", ""SQL"", ""Microsoft Access"", ""PowerPoint"", ""Word"", ""Tableau""]}']","{""key_words"": [""data cleaning"", ""data management"", ""data analysis"", ""data modeling"", ""SQL"", ""Microsoft Access"", ""PowerPoint"", ""Word"", ""Tableau""]}",9
1009122132983,Oakland County Michigan,3.4,"Waterford, MI",1001 to 5000 Employees,Government,Municipal Agencies,Government & Public Administration,Unknown / Non-Applicable,3.2,4.0,3.0,2.4,3.7,2024-02-16,70500.0,MI,6233,Data Analyst,"['{""key_words"": [""data analysis"", ""statistics"", ""GIS"", ""database management"", ""website management""]}']","{""key_words"": [""data analysis"", ""statistics"", ""GIS"", ""database management"", ""website management""]}",5
1009128204125,Perfect Game,,"Portland, OR",1 to 50 Employees,Self-employed,Unknown,Unknown,Unknown / Non-Applicable,3.6,3.6,4.5,5.0,4.1,2024-02-16,70225.0,OR,2924,Data Analyst,"['{""key_words"": [""data mining"", ""reporting analysis"", ""MS Office"", ""Excel (vlookup, pivot tables, macros, etc.)"", ""Pro""]}']","{""key_words"": [""data mining"", ""reporting analysis"", ""MS Office"", ""Excel (vlookup, pivot tables, macros, etc.)"", ""Pro""]}",5
1009026734264,Education Strategy Consulting,3.3,"Charlottesville, VA",1 to 50 Employees,Company - Private,Education & Training Services,Education,Unknown / Non-Applicable,3.5,3.5,2.8,2.5,3.0,2024-02-16,50000.0,VA,1615,Data Analyst,"['{""key_words"": [""databases/SQL""]}']","{""key_words"": [""databases/SQL""]}",1
1009082907622,Sun River Health,3.3,"Peekskill, NY",Unknown,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,2.9,2.9,3.3,2.9,3.3,2024-02-16,47840.0,NY,3119,Data Analyst,"['{""key_words"": [""Data management"", ""Data analysis"", ""Database analysis"", ""Budgets"", ""Income statements"", ""Accounting"", ""Financial management"", ""Axiom Budgeting Software""]}']","{""key_words"": [""Data management"", ""Data analysis"", ""Database analysis"", ""Budgets"", ""Income statements"", ""Accounting"", ""Financial management"", ""Axiom Budgeting Software""]}",8
1009129068607,Deloitte,4.0,"Rosslyn, VA",10000+ Employees,Company - Private,Business Consulting,Management & Consulting,$10+ billion (USD),4.2,3.9,3.9,3.7,3.2,2024-02-16,83601.0,VA,5044,Data Analyst,"['{""key_words"": [""data quality analysis"", ""statistical analysis"", ""modeling"", ""financial analysis"", ""cost analysis"", ""internal controls"", ""external and internal financial audit"", ""model development lifecycle"", ""SAS"", ""Python"", ""R"", ""AI and machine learning models"", ""packages"", ""COTS tools"", ""model risk management"", ""governance of AI and machine learning"", ""executive presentation skills"", ""Economics"", ""Finance"", ""Statistics"", ""Mathematics"", ""Computer Science"", ""Management Information Systems"", ""Engineering"", ""Business Analytics""]}']","{""key_words"": [""data quality analysis"", ""statistical analysis"", ""modeling"", ""financial analysis"", ""cost analysis"", ""internal controls"", ""external and internal financial audit"", ""model development lifecycle"", ""SAS"", ""Python"", ""R"", ""AI and machine learning models"", ""packages"", ""COTS tools"", ""model risk management"", ""governance of AI and machine learning"", ""executive presentation skills"", ""Economics"", ""Finance"", ""Statistics"", ""Mathematics"", ""Computer Science"", ""Management Information Systems"", ""Engineering"", ""Business Analytics""]}",25
1009123874474,Fulcrum Vets,1.0,Remote,Unknown,Unknown,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,1.0,1.0,1.0,1.0,3.0,2024-02-16,102500.0,Remote,2274,Data Analyst,"['{""key_words"": [""SQL"", ""SAS"", ""data management"", ""statistical methods"", ""database"", ""data analysis"", ""data sources"", ""information systems"", ""data visualization""]}']","{""key_words"": [""SQL"", ""SAS"", ""data management"", ""statistical methods"", ""database"", ""data analysis"", ""data sources"", ""information systems"", ""data visualization""]}",9
1009124511167,ForeFlight LLC,4.5,"Austin, TX",Unknown,Company - Private,"Airlines, Airports & Air Transportation",Transportation & Logistics,Unknown / Non-Applicable,4.1,4.3,4.8,4.5,4.9,2024-02-16,95743.0,TX,3835,Senior Data Analyst,"['{""key_words"": [""data analysis"", ""data governance"", ""data science"", ""SQL"", ""Tableau"", ""dbt"", ""experience"", ""data analytics"", ""formulating business metrics"", ""reporting"", ""experiments"", ""market research""]}']","{""key_words"": [""data analysis"", ""data governance"", ""data science"", ""SQL"", ""Tableau"", ""dbt"", ""experience"", ""data analytics"", ""formulating business metrics"", ""reporting"", ""experiments"", ""market research""]}",12
1009095117685,Cyberjin,1.0,"Franklin, TN",1 to 50 Employees,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,1.0,1.0,1.0,1.0,1.0,2024-02-16,81599.0,TN,3058,Senior Data Analyst,"['{""key_words"": [""MS SQL"", ""Postgres"", ""MySQL"", ""SSMS"", ""LOINC"", ""CPT"", ""ICD-10"", ""SQL"", ""Git"", ""Salesforce""]}']","{""key_words"": [""MS SQL"", ""Postgres"", ""MySQL"", ""SSMS"", ""LOINC"", ""CPT"", ""ICD-10"", ""SQL"", ""Git"", ""Salesforce""]}",10
1009043080162,ENGIE,3.9,"Houston, TX",10000+ Employees,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$25 to $100 million (USD),3.6,3.6,3.8,3.4,3.7,2024-02-16,60255.0,TX,6282,Data Analyst,"['{""key_words"": [""data mining"", ""VBA"", ""SQL"", ""Python"", ""Power BI"", ""Grafana""]}']","{""key_words"": [""data mining"", ""VBA"", ""SQL"", ""Python"", ""Power BI"", ""Grafana""]}",6
1009123153405,Wolfe,3.2,"Pittsburgh, PA",51 to 200 Employees,Company - Private,Internet & Web Services,Information Technology,$5 to $25 million (USD),3.1,2.9,3.2,2.8,3.4,2024-02-16,85000.0,PA,3393,Data Analyst,"['{""key_words"": [""data analytics tools"", ""Ethoca"", ""Kount"", ""Midigator"", ""Order Insight""]}']","{""key_words"": [""data analytics tools"", ""Ethoca"", ""Kount"", ""Midigator"", ""Order Insight""]}",5
1009122578615,North Carolina Dept of Health and Human Services,4.1,"Wake Forest, NC",Unknown,Company - Public,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.6,3.3,3.2,2.9,3.6,2024-02-16,70972.0,NC,3971,Data Analyst,"['{""key_words"": [""analytical skills"", ""statistics"", ""Excel"", ""SAS"", ""R"", ""SPSS""]}']","{""key_words"": [""analytical skills"", ""statistics"", ""Excel"", ""SAS"", ""R"", ""SPSS""]}",6
1009069900566,National Capitol Contracting (NCC),3.6,"Pearl Harbor, HI",51 to 200 Employees,Company - Private,Telecommunications Services,Telecommunications,$5 to $25 million (USD),3.2,3.0,3.5,3.3,3.9,2024-02-16,67124.0,HI,3255,Junior Data Analyst,"['{""key_words"": [""data management"", ""data analysis"", ""data science"", ""business intelligence"", ""data governance"", ""data quality"", ""data life cycle management"", ""Oracle"", ""SQL"", ""SAP IQ"", ""Tableau"", ""Qlik"", ""MicroStrategy"", ""SAP Business Objects"", ""Python"", ""R/RStudio"", ""Java"", ""C#"", ""machine learning""]}']","{""key_words"": [""data management"", ""data analysis"", ""data science"", ""business intelligence"", ""data governance"", ""data quality"", ""data life cycle management"", ""Oracle"", ""SQL"", ""SAP IQ"", ""Tableau"", ""Qlik"", ""MicroStrategy"", ""SAP Business Objects"", ""Python"", ""R/RStudio"", ""Java"", ""C#"", ""machine learning""]}",19
1009120149604,State of New Mexico,3.2,"Albuquerque, NM",10000+ Employees,Government,State & Regional Agencies,Government & Public Administration,Unknown / Non-Applicable,3.2,3.4,2.8,2.7,3.2,2024-02-16,69115.0,NM,5629,Data Analyst,"['{""key_words"": [""Excel"", ""Access"", ""SQL"", ""Power BI"", ""Python"", ""SAS"", ""R"", ""ArcGIS"", ""RMS""]}']","{""key_words"": [""Excel"", ""Access"", ""SQL"", ""Power BI"", ""Python"", ""SAS"", ""R"", ""ArcGIS"", ""RMS""]}",9
1009098376253,Acumenian,3.8,"San Juan, PR",Unknown,Company - Private,Business Consulting,Management & Consulting,Unknown / Non-Applicable,3.3,2.2,4.5,3.8,4.3,2024-02-16,84831.0,PR,2739,Data Analyst,"['{""key_words"": [""Power BI"", ""Dataverse"", ""Power Apps"", ""Power Platform"", ""Power Automate"", ""Power Pages"", ""User Stories"", ""Business Intelligence""]}']","{""key_words"": [""Power BI"", ""Dataverse"", ""Power Apps"", ""Power Platform"", ""Power Automate"", ""Power Pages"", ""User Stories"", ""Business Intelligence""]}",8
1008993254181,Factory Furnace Outlet,,United States,Unknown,Unknown,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,52500.0,Remote,4174,Data Analyst,"['{""key_words"": [""data extraction"", ""data manipulation"", ""data analysis"", ""data visualization"", ""data interpretation"", ""data reporting"", ""performance monitoring"", ""KPIs"", ""data quality assurance"", ""process improvement"", ""collaborative teamwork"", ""Microsoft Excel"", ""statistical concepts"", ""data cleaning"", ""data transformation"", ""problem-solving"", ""data accuracy"", ""communication"", ""presentation"", ""organizational skills"", ""multi-tasking""]}']","{""key_words"": [""data extraction"", ""data manipulation"", ""data analysis"", ""data visualization"", ""data interpretation"", ""data reporting"", ""performance monitoring"", ""KPIs"", ""data quality assurance"", ""process improvement"", ""collaborative teamwork"", ""Microsoft Excel"", ""statistical concepts"", ""data cleaning"", ""data transformation"", ""problem-solving"", ""data accuracy"", ""communication"", ""presentation"", ""organizational skills"", ""multi-tasking""]}",21
1008999500995,BRIK Partners,5.0,"Texas City, TX",Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,4.5,4.0,4.5,4.0,5.0,2024-02-16,104000.0,TX,3816,Senior Data Analyst,"['{""key_words"": [""data analysis"", ""data visualization"", ""business intelligence"", ""data cleansing"", ""data manipulation"", ""exploratory analytics"", ""predictive analytics"", ""ETL design"", ""data quality"", ""data stewardship"", ""data modelling"", ""metadata cataloguing"", ""data governance"", ""risk-based methodology""]}']","{""key_words"": [""data analysis"", ""data visualization"", ""business intelligence"", ""data cleansing"", ""data manipulation"", ""exploratory analytics"", ""predictive analytics"", ""ETL design"", ""data quality"", ""data stewardship"", ""data modelling"", ""metadata cataloguing"", ""data governance"", ""risk-based methodology""]}",14
1009002137280,Epsilon,4.0,"Atlanta, GA",5001 to 10000 Employees,Subsidiary or Business Segment,Advertising & Public Relations,Media & Communication,$1 to $5 billion (USD),3.7,3.6,4.0,3.6,4.0,2024-02-16,105068.0,GA,4936,Senior Data Analyst,"['{""key_words"": [""data analysis"", ""data mining"", ""segmentation"", ""predictive modeling"", ""Python"", ""SQL"", ""MS Office"", ""PowerPoint"", ""Word"", ""Excel"", ""Outlook""]}']","{""key_words"": [""data analysis"", ""data mining"", ""segmentation"", ""predictive modeling"", ""Python"", ""SQL"", ""MS Office"", ""PowerPoint"", ""Word"", ""Excel"", ""Outlook""]}",11
1009129443531,Hewlett Packard,4.2,"Vancouver, WA",10000+ Employees,Company - Public,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,3.7,3.7,4.3,3.8,4.2,2024-02-16,78111.0,WA,1922,Data Analyst,"['{""key_words"": [""data analysis"", ""marketing campaigns"", ""data visualization"", ""SQL"", ""Tableau"", ""QlikView"", ""PowerBI"", ""Datorama"", ""data modeling"", ""data accuracy"", ""Excel""]}']","{""key_words"": [""data analysis"", ""marketing campaigns"", ""data visualization"", ""SQL"", ""Tableau"", ""QlikView"", ""PowerBI"", ""Datorama"", ""data modeling"", ""data accuracy"", ""Excel""]}",11
1009056211171,QuantumBricks,4.8,"Austin, TX",51 to 200 Employees,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),4.8,4.7,4.7,4.7,4.7,2024-02-16,114400.0,TX,1501,Senior Data Analyst,"['{""key_words"": [""data analysis"", ""business intelligence"", ""SQL"", ""Python"", ""R"", ""Tableau"", ""Qlik"", ""Python"", ""R"", ""Tableau"", ""Qlik""]}']","{""key_words"": [""data analysis"", ""business intelligence"", ""SQL"", ""Python"", ""R"", ""Tableau"", ""Qlik"", ""Python"", ""R"", ""Tableau"", ""Qlik""]}",11
1009108187856,Schneider Electric,4.3,"Franklin, TN",10000+ Employees,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$10+ billion (USD),4.2,4.0,4.3,3.9,4.1,2024-02-16,82564.0,TN,2634,Data Analyst,"['{""key_words"": [""Analytical skills"", ""Numerical skills"", ""Statistical skills"", ""Engineering"", ""Supply Chain Management"", ""Logistics"", ""Business Management"", ""SAP/ERP""]}']","{""key_words"": [""Analytical skills"", ""Numerical skills"", ""Statistical skills"", ""Engineering"", ""Supply Chain Management"", ""Logistics"", ""Business Management"", ""SAP/ERP""]}",8
1009126570295,HelloFresh,3.5,"Irving, TX",5001 to 10000 Employees,Company - Public,Catering & Food Service Contractors,Restaurants & Food Service,Unknown / Non-Applicable,3.4,3.4,3.5,3.1,3.5,2024-02-16,75750.0,TX,5440,Data Analyst,"['{""key_words"": [""Google Sheets"", ""SQL"", ""Tableau"", ""Python"", ""Google Analytics""]}']","{""key_words"": [""Google Sheets"", ""SQL"", ""Tableau"", ""Python"", ""Google Analytics""]}",5
1009127986409,RippleMatch Opportunities,4.2,"Los Angeles, CA",51 to 200 Employees,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,3.9,3.8,4.2,4.0,4.5,2024-02-16,48241.0,CA,1512,Data Analyst,"['{""key_words"": [""Data analysis"", ""Statistical analysis"", ""Python"", ""R"", ""SQL"", ""Tableau"", ""Power BI"", ""Data visualization""]}']","{""key_words"": [""Data analysis"", ""Statistical analysis"", ""Python"", ""R"", ""SQL"", ""Tableau"", ""Power BI"", ""Data visualization""]}",8
1009088742040,Commemorative Air Force,3.2,"Dallas, TX",Unknown,Nonprofit Organization,Civic & Social Services,Nonprofit & NGO,Unknown / Non-Applicable,2.9,3.5,2.8,2.6,2.8,2024-02-16,59000.0,TX,3597,Data Analyst,"['""{key_words"": [""data management"", ""CRM"", ""Raiser\'s Edge"", ""data analysis"", ""MS Office"", ""Excel""]}""']","{""key_words"": [""data management"", ""CRM"", ""Raiser Edge"", ""data analysis"", ""MS Office"", ""Excel""]}",6
1009012912302,NLB Technology Services,,"San Francisco, CA",Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,,,,,,2024-02-16,109200.0,CA,861,Data Analyst,"['{""key_words"": [""data analysis"", ""excel"", ""queries"", ""JSON""]}']","{""key_words"": [""data analysis"", ""excel"", ""queries"", ""JSON""]}",4
1009115708235,Hill's Pet Nutrition,4.1,"Overland Park, KS",1001 to 5000 Employees,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),3.9,4.4,4.2,3.6,3.6,2024-02-16,95000.0,KS,5420,Data Analyst,"['{""key_words"": [""data management"", ""data analysis"", ""MS Excel"", ""Google sheets"", ""SAP"", ""Data Studio""]}']","{""key_words"": [""data management"", ""data analysis"", ""MS Excel"", ""Google sheets"", ""SAP"", ""Data Studio""]}",6
1009129844891,Blue Cross and Blue Shield of Nebraska (BCBSNE),4.1,"Omaha, NE",1001 to 5000 Employees,Company - Private,Insurance Carriers,Insurance,$1 to $5 million (USD),3.9,4.1,4.2,3.7,4.1,2024-02-16,64583.0,NE,3721,Data Analyst,"['{""key_words"": [""data analytics"", ""queries"", ""SQL"", ""Agile"", ""Project Management"", ""Excel"", ""PowerBI"", ""Tableau"", ""R"", ""Python"", ""Microsoft Azure DataBricks""]}']","{""key_words"": [""data analytics"", ""queries"", ""SQL"", ""Agile"", ""Project Management"", ""Excel"", ""PowerBI"", ""Tableau"", ""R"", ""Python"", ""Microsoft Azure DataBricks""]}",11
1009032823238,"Evite, Inc.",3.6,"Glendale, CA",51 to 200 Employees,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,3.2,3.7,3.6,3.1,4.0,2024-02-16,120000.0,CA,4011,Senior Data Analyst,"['{""key_words"": [""experience working with product and engineering teams to drive data-driven decision making"", ""Proficiency in analyzing A/B tests, new features and roll-outs meant to drive product optimization and user experience improvements"", ""In-depth understanding of ecommerce data metrics such as visits, sessions, conversion rates, and customer behavior"", ""Ability to write, develop and iterate on complex SQL queries, reports and dashboards for both internal and external use"", ""Solid grasp of statistical concepts and their application to data analysis in an ecommerce context"", ""Expertise in data visualization and reporting tools to communicate insights effectively"", ""Excellent communication skills to convey complex data insights to non-technical stakeholders"", ""Understanding of data warehouse architecture and data design"", ""Excellent knowledge of SQL"", ""Experience with data visualization tools such as Tableau, Power BI or Looker"", ""Familiarity with Google Analytics"", ""Fluency in either R or Python is desired but not required""]}']","{""key_words"": [""experience working with product and engineering teams to drive data-driven decision making"", ""Proficiency in analyzing A/B tests, new features and roll-outs meant to drive product optimization and user experience improvements"", ""In-depth understanding of ecommerce data metrics such as visits, sessions, conversion rates, and customer behavior"", ""Ability to write, develop and iterate on complex SQL queries, reports and dashboards for both internal and external use"", ""Solid grasp of statistical concepts and their application to data analysis in an ecommerce context"", ""Expertise in data visualization and reporting tools to communicate insights effectively"", ""Excellent communication skills to convey complex data insights to non-technical stakeholders"", ""Understanding of data warehouse architecture and data design"", ""Excellent knowledge of SQL"", ""Experience with data visualization tools such as Tableau, Power BI or Looker"", ""Familiarity with Google Analytics"", ""Fluency in either R or Python is desired but not required""]}",12
1009124004100,Honor,3.3,Remote,501 to 1000 Employees,Company - Private,Health Care Services & Hospitals,Healthcare,Unknown / Non-Applicable,3.0,3.4,3.2,3.0,3.0,2024-02-16,140900.0,Remote,4819,Senior Data Analyst,"['{""key_words"": [""SQL"", ""Python"", ""R"", ""Looker"", ""Tableau"", ""dbt""]}']","{""key_words"": [""SQL"", ""Python"", ""R"", ""Looker"", ""Tableau"", ""dbt""]}",6
